id,group,exit_code,steps_hint,artifact_count
C-progress,,0,,11KB
C-control-endtest,,0,,3KB
C-l285-curl,,0,,6KB
C-status-brief,,0,,13KB
C-progress-overall,,0,,14KB
C-done-usability,,0,,3KB
C-fix-status,,0,,3KB
C-data-accuracy,,0,,8KB
C-data-instability,,0,,5KB
C-bug-report,,0,,8KB
C-retest-fail,,0,,11KB
C-yes-no-demand,,0,,6KB
C-target-correct,,0,,13KB
C-self-assess,,0,,2KB
