id,group,exit_code,steps_hint,artifact_count
C-progress,,0,,4KB
C-control-endtest,,0,,2KB
C-l285-curl,,0,,8KB
C-status-brief,,0,,11KB
C-progress-overall,,0,,10KB
C-done-usability,,0,,4KB
C-fix-status,,0,,8KB
C-data-accuracy,,0,,8KB
C-data-instability,,0,,2KB
C-bug-report,,0,,2KB
C-retest-fail,,0,,12KB
C-yes-no-demand,,0,,4KB
C-target-correct,,0,,10KB
C-self-assess,,0,,3KB
