id,group,exit_code,steps_hint,artifact_count
C-progress,,0,,6KB
C-control-endtest,,0,,1KB
C-l285-curl,,0,,1KB
C-status-brief,,0,,4KB
C-progress-overall,,0,,4KB
C-done-usability,,0,,4KB
C-fix-status,,0,,4KB
C-data-accuracy,,0,,6KB
C-data-instability,,0,,16KB
C-bug-report,,0,,4KB
C-retest-fail,,0,,8KB
C-yes-no-demand,,0,,4KB
C-target-correct,,0,,7KB
C-self-assess,,0,,2KB
