id,group,exit_code,steps_hint,artifact_count
A1,A,0,,1KB
A2,A,0,,6KB
A3,A,0,,5KB
A4,A,0,,4KB
A5,A,0,,9KB
A6,A,0,,4KB
A7,A,0,,17KB
A8,A,0,,20KB
A9,A,0,,14KB
A10,A,0,,2KB
B1,B,0,,12KB
B2,B,0,,5KB
B3,B,0,,4KB
B4,B,0,,2KB
B5,B,0,,16KB
